Run,Instrument,LibraryLayout,ReleaseDate,AvgSpotLen,BioProject,BioProject_num,Ecotype,Treatment,Tissue
ERR1025343,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025344,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025345,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
SRR2086167,Illumina_HiSeq_2000,SINGLE,2016,49,PRJNA288813,80,not_Col-0,,leaf
SRR2086168,Illumina_HiSeq_2000,SINGLE,2016,49,PRJNA288813,80,not_Col-0,,leaf
SRR932111,Illumina_Genome_Analyzer,SINGLE,2015,35,PRJNA211822,81,not_Col-0,Control,leaf
SRR932112,Illumina_Genome_Analyzer,SINGLE,2015,35,PRJNA211822,81,not_Col-0,Drought_stress,leaf
SRR932113,Illumina_Genome_Analyzer,SINGLE,2015,35,PRJNA211822,81,not_Col-0,Control,leaf
SRR932114,Illumina_Genome_Analyzer,SINGLE,2015,35,PRJNA211822,81,not_Col-0,Drought_stress,leaf
SRR5831021,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Control,leaf
SRR5831022,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Control,leaf
SRR5831023,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Control,leaf
SRR5831024,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831025,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831026,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831027,Illumina_HiSeq_2500,PAIRED,2017,235,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831028,Illumina_HiSeq_2500,PAIRED,2017,241,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831029,Illumina_HiSeq_2500,PAIRED,2017,243,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831030,Illumina_HiSeq_2500,PAIRED,2017,241,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831031,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831032,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831033,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Control,leaf
SRR5831034,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Control,leaf
SRR5831035,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Control,leaf
SRR5831036,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831037,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831038,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831039,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831040,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831041,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831042,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831043,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831044,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Control,leaf
SRR5831045,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831046,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831047,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831048,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR5831049,Illumina_HiSeq_2500,PAIRED,2017,252,PRJNA394661,82,Col-0,Drought_stress,leaf
SRR7687416,Illumina_HiSeq_2000,PAIRED,2019,250,PRJNA485673,83,Col-0,Drought_stress,leaf
SRR7687417,Illumina_HiSeq_2000,PAIRED,2019,250,PRJNA485673,83,Col-0,Drought_stress,leaf
SRR7687418,Illumina_HiSeq_2000,PAIRED,2019,250,PRJNA485673,83,Col-0,Drought_stress,leaf
SRR7687419,Illumina_HiSeq_2000,PAIRED,2019,250,PRJNA485673,83,Col-0,Drought_stress,leaf
SRR019208,Illumina_Genome_Analyzer,SINGLE,2009,36,,#N/A,Col-0,Drought_stress,
SRR019209,Illumina_Genome_Analyzer,SINGLE,2009,36,,#N/A,Col-0,Drought_stress,
SRR019210,Illumina_Genome_Analyzer,SINGLE,2009,36,,#N/A,Col-0,Drought_stress,
SRR089616,Illumina_Genome_Analyzer,SINGLE,2012,36,PRJNA136741,84,Col-0,Drought_stress,leaf
SRR7947095,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Control,seedling
SRR7947096,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Control,seedling
SRR7947097,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Control,seedling
SRR7947098,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947099,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947100,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947101,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947102,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947103,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947104,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947105,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947106,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947107,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947108,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947109,HiSeq_X_Ten,PAIRED,2018,300,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947110,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947111,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947112,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947113,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947114,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947115,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947116,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947117,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947118,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7947119,Illumina_HiSeq_2500,PAIRED,2018,200,PRJNA494179,85,Col-0,Drought_stress,seedling
SRR7816602,Illumina_HiSeq_2500,PAIRED,2019,300,PRJNA490078,86,Col-0,Drought_stress,seedling
SRR7816603,Illumina_HiSeq_2500,PAIRED,2019,300,PRJNA490078,86,Col-0,Drought_stress,seedling
SRR7816604,Illumina_HiSeq_2500,PAIRED,2019,300,PRJNA490078,86,Col-0,Drought_stress,seedling
SRR7816605,Illumina_HiSeq_2500,PAIRED,2019,300,PRJNA490078,86,Col-0,Drought_stress,seedling
SRR17984882,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984884,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR17984886,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984889,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984891,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR17984893,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984896,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR17984898,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR20440079,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440080,Illumina_NovaSeq_6000,PAIRED,2022,299,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440081,Illumina_NovaSeq_6000,PAIRED,2022,299,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440082,Illumina_NovaSeq_6000,PAIRED,2022,299,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440083,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440084,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440085,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA861282,88,Col-0,Control,leaf
SRR20440086,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA861282,88,Col-0,Control,leaf
SRR20440087,Illumina_NovaSeq_6000,PAIRED,2022,295,PRJNA861282,88,Col-0,Control,leaf
SRR20440088,Illumina_NovaSeq_6000,PAIRED,2022,291,PRJNA861282,88,Col-0,Control,leaf
SRR20440089,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA861282,88,Col-0,Control,leaf
SRR20440090,Illumina_NovaSeq_6000,PAIRED,2022,297,PRJNA861282,88,Col-0,Control,leaf
SRR20440091,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440092,Illumina_NovaSeq_6000,PAIRED,2022,293,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440093,Illumina_NovaSeq_6000,PAIRED,2022,287,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440094,Illumina_NovaSeq_6000,PAIRED,2022,290,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440095,Illumina_NovaSeq_6000,PAIRED,2022,286,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440096,Illumina_NovaSeq_6000,PAIRED,2022,299,PRJNA861282,88,Col-0,Drought_stress,leaf
SRR20440097,Illumina_NovaSeq_6000,PAIRED,2022,298,PRJNA861282,88,Col-0,Control,leaf
SRR20440098,Illumina_NovaSeq_6000,PAIRED,2022,301,PRJNA861282,88,Col-0,Control,leaf
SRR20440099,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA861282,88,Col-0,Control,leaf
SRR20440100,Illumina_NovaSeq_6000,PAIRED,2022,299,PRJNA861282,88,Col-0,Control,leaf
SRR20440101,Illumina_NovaSeq_6000,PAIRED,2022,299,PRJNA861282,88,Col-0,Control,leaf
SRR20440102,Illumina_NovaSeq_6000,PAIRED,2022,297,PRJNA861282,88,Col-0,Control,leaf
SRR17984881,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984883,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR17984885,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR17984887,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984888,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984890,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR17984892,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984894,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR17984895,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Drought_stress,leaf
SRR17984897,Illumina_HiSeq_2500,SINGLE,2022,51,PRJNA805550,87,Col-0,Control,leaf
SRR15294134,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294135,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294138,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294139,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294142,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294143,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294146,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294147,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294150,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294151,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294154,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294155,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294158,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294159,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294162,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294163,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294166,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294167,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294170,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294171,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294174,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294175,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294178,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR15294179,Illumina_Genome_Analyzer_IIx,PAIRED,2022,144,PRJNA750649,89,Col-0,Drought_stress,seedling
SRR16569025,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA774347,90,not_Col-0,,seedling
SRR16569029,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA774347,90,not_Col-0,,seedling
SRR16569023,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA774347,90,not_Col-0,,seedling
SRR16569026,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA774347,90,not_Col-0,,seedling
SRR16569027,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA774347,90,not_Col-0,,seedling
SRR16569028,Illumina_NovaSeq_6000,PAIRED,2022,300,PRJNA774347,90,not_Col-0,,seedling
SRR18901531,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901532,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901533,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901534,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901535,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901536,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901537,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901538,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901539,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901540,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901541,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901542,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901543,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901544,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901545,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901546,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901547,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901548,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901549,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901550,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901551,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901552,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901553,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901554,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901555,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901556,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901557,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901558,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901559,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901560,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Drought_stress,leaf
SRR18901561,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Control,leaf
SRR18901562,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Control,leaf
SRR18901563,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Control,leaf
SRR18901564,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Control,leaf
SRR18901565,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831274,91,not_Col-0,Control,leaf
SRR18901566,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901567,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901568,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901569,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901570,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901571,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901572,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901573,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901574,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901575,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901576,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901577,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901578,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901579,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901580,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901581,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901582,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901583,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901584,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901585,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901586,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901587,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901588,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901589,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901590,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901591,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901592,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901593,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901594,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR18901595,HiSeq_X_Ten,SINGLE,2022,151,PRJNA831275,92,not_Col-0,Drought_stress,leaf
SRR13861747,NextSeq_500,PAIRED,2022,150,PRJNA706859,93,Col-0,,leaf
SRR13861748,NextSeq_500,PAIRED,2022,150,PRJNA706859,93,Col-0,,leaf
SRR13861749,NextSeq_500,PAIRED,2022,150,PRJNA706859,93,Col-0,,leaf
SRR15145184,Illumina_HiSeq_1000,PAIRED,2022,302,PRJNA746711,94,Col-0,,leaf
SRR15145185,Illumina_HiSeq_1000,PAIRED,2022,302,PRJNA746711,94,Col-0,,leaf
SRR17055251,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR17055252,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR17055253,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR17055254,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR17055255,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR17055256,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR17055257,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR17055258,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR17055259,Illumina_NovaSeq_6000,PAIRED,2023,300,PRJNA784258,95,not_Col-0,,seedling
SRR16090783,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Drought_stress,leaf
SRR16090784,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Drought_stress,leaf
SRR16090785,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Drought_stress,leaf
SRR16090786,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Control,leaf
SRR16090787,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Control,leaf
SRR16090788,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Control,leaf
SRR16090789,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Drought_stress,leaf
SRR16090790,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Drought_stress,leaf
SRR16090791,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Drought_stress,leaf
SRR16090792,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Control,leaf
SRR16090793,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Control,leaf
SRR16090794,Illumina_HiSeq_2500,PAIRED,2022,300,PRJNA766686,96,Col-0,Control,leaf
DRR221885,Illumina_HiSeq_3000,SINGLE,2022,50,PRJDB9678,97,Col-0,Control,whole_plant
DRR221886,Illumina_HiSeq_3000,SINGLE,2022,50,PRJDB9678,97,Col-0,Control,whole_plant
DRR221887,Illumina_HiSeq_3000,SINGLE,2022,50,PRJDB9678,97,Col-0,Drought_stress,whole_plant
DRR221888,Illumina_HiSeq_3000,SINGLE,2022,50,PRJDB9678,97,Col-0,Drought_stress,whole_plant
DRR221889,Illumina_HiSeq_3000,SINGLE,2022,50,PRJDB9678,97,Col-0,Control,whole_plant
